condicion,semilla,metodo,numero_pasos_percepcion,numero_pasos_huella,huella_percepcion_primeros_pasos,latencia_pasos,sigma_posicion_m,sigma_velocidad_m_s,version_generador_ruido
incertidumbre_moderada,170027,A* + SAC-UPO-TTC,158,3,3b7d2d37200ff7938730288b52b47c2ebba800a0261714ddb47478217fa5bbbf,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170028,A* + DWA,212,3,7a9e2ddf6e9c53e4cb123f44096b94a994649c42d398809ac4d74e6309c3818c,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170028,A* + TD3,202,3,7a9e2ddf6e9c53e4cb123f44096b94a994649c42d398809ac4d74e6309c3818c,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170028,A* + SAC-R,228,3,7a9e2ddf6e9c53e4cb123f44096b94a994649c42d398809ac4d74e6309c3818c,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170028,A* + SAC-PO-TTC,248,3,7a9e2ddf6e9c53e4cb123f44096b94a994649c42d398809ac4d74e6309c3818c,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170028,A* + SAC-UPO-TTC,358,3,7a9e2ddf6e9c53e4cb123f44096b94a994649c42d398809ac4d74e6309c3818c,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170029,A* + DWA,157,3,465750986430dfa02e619e2df5ac64a54cc80f059cea0ac3df7fb02a9d6d320a,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170029,A* + TD3,179,3,465750986430dfa02e619e2df5ac64a54cc80f059cea0ac3df7fb02a9d6d320a,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170029,A* + SAC-R,180,3,465750986430dfa02e619e2df5ac64a54cc80f059cea0ac3df7fb02a9d6d320a,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170029,A* + SAC-PO-TTC,184,3,465750986430dfa02e619e2df5ac64a54cc80f059cea0ac3df7fb02a9d6d320a,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170029,A* + SAC-UPO-TTC,300,3,465750986430dfa02e619e2df5ac64a54cc80f059cea0ac3df7fb02a9d6d320a,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170030,A* + DWA,198,3,fe239216740329a9b438650b71e28629b653466a83f52e1dae5fca963855cf51,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170030,A* + TD3,54,3,fe239216740329a9b438650b71e28629b653466a83f52e1dae5fca963855cf51,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170030,A* + SAC-R,262,3,fe239216740329a9b438650b71e28629b653466a83f52e1dae5fca963855cf51,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170030,A* + SAC-PO-TTC,247,3,fe239216740329a9b438650b71e28629b653466a83f52e1dae5fca963855cf51,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170030,A* + SAC-UPO-TTC,264,3,fe239216740329a9b438650b71e28629b653466a83f52e1dae5fca963855cf51,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170031,A* + DWA,188,3,fb475924ac9106841b640440b1ef45d861c8a7418508065e40f784ad514ba7c3,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170031,A* + TD3,215,3,fb475924ac9106841b640440b1ef45d861c8a7418508065e40f784ad514ba7c3,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170031,A* + SAC-R,91,3,fb475924ac9106841b640440b1ef45d861c8a7418508065e40f784ad514ba7c3,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170031,A* + SAC-PO-TTC,234,3,fb475924ac9106841b640440b1ef45d861c8a7418508065e40f784ad514ba7c3,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170031,A* + SAC-UPO-TTC,66,3,fb475924ac9106841b640440b1ef45d861c8a7418508065e40f784ad514ba7c3,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170032,A* + DWA,133,3,4b832afb45ad6f6f286f0bfbcd7d21b0c6c1ccd79f958b83807d6df9e5884be0,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170032,A* + TD3,156,3,4b832afb45ad6f6f286f0bfbcd7d21b0c6c1ccd79f958b83807d6df9e5884be0,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170032,A* + SAC-R,176,3,4b832afb45ad6f6f286f0bfbcd7d21b0c6c1ccd79f958b83807d6df9e5884be0,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170032,A* + SAC-PO-TTC,166,3,4b832afb45ad6f6f286f0bfbcd7d21b0c6c1ccd79f958b83807d6df9e5884be0,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170032,A* + SAC-UPO-TTC,109,3,4b832afb45ad6f6f286f0bfbcd7d21b0c6c1ccd79f958b83807d6df9e5884be0,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170033,A* + DWA,188,3,17e60c9716d1dbf2d9daa1d9897933bcb3bdd2139387c29665b854c0030fdce2,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170033,A* + TD3,206,3,17e60c9716d1dbf2d9daa1d9897933bcb3bdd2139387c29665b854c0030fdce2,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170033,A* + SAC-R,227,3,17e60c9716d1dbf2d9daa1d9897933bcb3bdd2139387c29665b854c0030fdce2,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170033,A* + SAC-PO-TTC,222,3,17e60c9716d1dbf2d9daa1d9897933bcb3bdd2139387c29665b854c0030fdce2,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170033,A* + SAC-UPO-TTC,213,3,17e60c9716d1dbf2d9daa1d9897933bcb3bdd2139387c29665b854c0030fdce2,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170034,A* + DWA,154,3,f68ff6c30b01d11558f5e0ba6715992a0b06710ab4cdf4ca8cb9515b89c6d941,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170034,A* + TD3,178,3,f68ff6c30b01d11558f5e0ba6715992a0b06710ab4cdf4ca8cb9515b89c6d941,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170034,A* + SAC-R,173,3,f68ff6c30b01d11558f5e0ba6715992a0b06710ab4cdf4ca8cb9515b89c6d941,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170034,A* + SAC-PO-TTC,216,3,f68ff6c30b01d11558f5e0ba6715992a0b06710ab4cdf4ca8cb9515b89c6d941,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170034,A* + SAC-UPO-TTC,187,3,f68ff6c30b01d11558f5e0ba6715992a0b06710ab4cdf4ca8cb9515b89c6d941,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170035,A* + DWA,132,3,e0a61c5ef80d390970093fe77229111e5916d3513a1f2284e342ed625b741646,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170035,A* + TD3,153,3,e0a61c5ef80d390970093fe77229111e5916d3513a1f2284e342ed625b741646,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170035,A* + SAC-R,159,3,e0a61c5ef80d390970093fe77229111e5916d3513a1f2284e342ed625b741646,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170035,A* + SAC-PO-TTC,162,3,e0a61c5ef80d390970093fe77229111e5916d3513a1f2284e342ed625b741646,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170035,A* + SAC-UPO-TTC,164,3,e0a61c5ef80d390970093fe77229111e5916d3513a1f2284e342ed625b741646,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170036,A* + DWA,198,3,195e0bf40d2ed75fb68c90530ae8470622b8c96510ec289ee245d31063486639,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170036,A* + TD3,222,3,195e0bf40d2ed75fb68c90530ae8470622b8c96510ec289ee245d31063486639,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170036,A* + SAC-R,256,3,195e0bf40d2ed75fb68c90530ae8470622b8c96510ec289ee245d31063486639,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170036,A* + SAC-PO-TTC,218,3,195e0bf40d2ed75fb68c90530ae8470622b8c96510ec289ee245d31063486639,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170036,A* + SAC-UPO-TTC,251,3,195e0bf40d2ed75fb68c90530ae8470622b8c96510ec289ee245d31063486639,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170037,A* + DWA,202,3,582cb0c6a1d857f0a72d4258affbcdc4880a66f65f51e322c9ea1ac2e71d6bd5,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170037,A* + TD3,209,3,582cb0c6a1d857f0a72d4258affbcdc4880a66f65f51e322c9ea1ac2e71d6bd5,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170037,A* + SAC-R,229,3,582cb0c6a1d857f0a72d4258affbcdc4880a66f65f51e322c9ea1ac2e71d6bd5,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170037,A* + SAC-PO-TTC,235,3,582cb0c6a1d857f0a72d4258affbcdc4880a66f65f51e322c9ea1ac2e71d6bd5,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170037,A* + SAC-UPO-TTC,241,3,582cb0c6a1d857f0a72d4258affbcdc4880a66f65f51e322c9ea1ac2e71d6bd5,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170038,A* + DWA,34,3,1af0cd3bc5dcb1d20a7c75ce426305a6550b952c3a03ebae204e3ec3c3885a36,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170038,A* + TD3,32,3,1af0cd3bc5dcb1d20a7c75ce426305a6550b952c3a03ebae204e3ec3c3885a36,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170038,A* + SAC-R,187,3,1af0cd3bc5dcb1d20a7c75ce426305a6550b952c3a03ebae204e3ec3c3885a36,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170038,A* + SAC-PO-TTC,183,3,1af0cd3bc5dcb1d20a7c75ce426305a6550b952c3a03ebae204e3ec3c3885a36,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170038,A* + SAC-UPO-TTC,108,3,1af0cd3bc5dcb1d20a7c75ce426305a6550b952c3a03ebae204e3ec3c3885a36,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170039,A* + DWA,186,3,b474a22d44b97591a044594121f9c13fd8c08c98ddff8dd1347bf7723ce08b3b,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170039,A* + TD3,61,3,b474a22d44b97591a044594121f9c13fd8c08c98ddff8dd1347bf7723ce08b3b,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170039,A* + SAC-R,80,3,b474a22d44b97591a044594121f9c13fd8c08c98ddff8dd1347bf7723ce08b3b,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170039,A* + SAC-PO-TTC,213,3,b474a22d44b97591a044594121f9c13fd8c08c98ddff8dd1347bf7723ce08b3b,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170039,A* + SAC-UPO-TTC,134,3,b474a22d44b97591a044594121f9c13fd8c08c98ddff8dd1347bf7723ce08b3b,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170040,A* + DWA,42,3,7fe7db49eac2e097b3ee6246d4558e66e87744dbca26bb461d29e138d4ee5723,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170040,A* + TD3,318,3,7fe7db49eac2e097b3ee6246d4558e66e87744dbca26bb461d29e138d4ee5723,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170040,A* + SAC-R,285,3,7fe7db49eac2e097b3ee6246d4558e66e87744dbca26bb461d29e138d4ee5723,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170040,A* + SAC-PO-TTC,265,3,7fe7db49eac2e097b3ee6246d4558e66e87744dbca26bb461d29e138d4ee5723,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170040,A* + SAC-UPO-TTC,276,3,7fe7db49eac2e097b3ee6246d4558e66e87744dbca26bb461d29e138d4ee5723,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170041,A* + DWA,154,3,c1ffc1e112a4af6aad2af4ca42dc4ca18b0f7bd8731c4bc5326b60218e35f688,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170041,A* + TD3,77,3,c1ffc1e112a4af6aad2af4ca42dc4ca18b0f7bd8731c4bc5326b60218e35f688,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170041,A* + SAC-R,401,3,c1ffc1e112a4af6aad2af4ca42dc4ca18b0f7bd8731c4bc5326b60218e35f688,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170041,A* + SAC-PO-TTC,221,3,c1ffc1e112a4af6aad2af4ca42dc4ca18b0f7bd8731c4bc5326b60218e35f688,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170041,A* + SAC-UPO-TTC,202,3,c1ffc1e112a4af6aad2af4ca42dc4ca18b0f7bd8731c4bc5326b60218e35f688,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170042,A* + DWA,152,3,11c9228e086786595ffa10e8721bb05cc280d77d3db5303225f3916695709c52,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170042,A* + TD3,38,3,11c9228e086786595ffa10e8721bb05cc280d77d3db5303225f3916695709c52,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170042,A* + SAC-R,181,3,11c9228e086786595ffa10e8721bb05cc280d77d3db5303225f3916695709c52,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170042,A* + SAC-PO-TTC,174,3,11c9228e086786595ffa10e8721bb05cc280d77d3db5303225f3916695709c52,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170042,A* + SAC-UPO-TTC,197,3,11c9228e086786595ffa10e8721bb05cc280d77d3db5303225f3916695709c52,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170043,A* + DWA,161,3,4c9b1de67e31ef11a6559e9fc47ffc83ea6a0a6e8f8287ab25972b55528e4799,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170043,A* + TD3,190,3,4c9b1de67e31ef11a6559e9fc47ffc83ea6a0a6e8f8287ab25972b55528e4799,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170043,A* + SAC-R,183,3,4c9b1de67e31ef11a6559e9fc47ffc83ea6a0a6e8f8287ab25972b55528e4799,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170043,A* + SAC-PO-TTC,198,3,4c9b1de67e31ef11a6559e9fc47ffc83ea6a0a6e8f8287ab25972b55528e4799,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170043,A* + SAC-UPO-TTC,201,3,4c9b1de67e31ef11a6559e9fc47ffc83ea6a0a6e8f8287ab25972b55528e4799,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170044,A* + DWA,56,3,c9aeca9589af663507f14fa807126d1b966baf83c04011220a98d639261f07a1,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170044,A* + TD3,187,3,c9aeca9589af663507f14fa807126d1b966baf83c04011220a98d639261f07a1,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170044,A* + SAC-R,233,3,c9aeca9589af663507f14fa807126d1b966baf83c04011220a98d639261f07a1,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170044,A* + SAC-PO-TTC,226,3,c9aeca9589af663507f14fa807126d1b966baf83c04011220a98d639261f07a1,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170044,A* + SAC-UPO-TTC,260,3,c9aeca9589af663507f14fa807126d1b966baf83c04011220a98d639261f07a1,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170045,A* + DWA,148,3,f58ad00625d173153d2b23c74305ee48b495f6a2951eec140ed36988444a2484,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170045,A* + TD3,172,3,f58ad00625d173153d2b23c74305ee48b495f6a2951eec140ed36988444a2484,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170045,A* + SAC-R,172,3,f58ad00625d173153d2b23c74305ee48b495f6a2951eec140ed36988444a2484,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170045,A* + SAC-PO-TTC,194,3,f58ad00625d173153d2b23c74305ee48b495f6a2951eec140ed36988444a2484,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170045,A* + SAC-UPO-TTC,177,3,f58ad00625d173153d2b23c74305ee48b495f6a2951eec140ed36988444a2484,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170046,A* + DWA,51,3,8ef8323fb5b8bdf2e0d5fe7179a5cdf1643176761ac0f27ee20f62c2e60e2250,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170046,A* + TD3,70,3,8ef8323fb5b8bdf2e0d5fe7179a5cdf1643176761ac0f27ee20f62c2e60e2250,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170046,A* + SAC-R,163,3,8ef8323fb5b8bdf2e0d5fe7179a5cdf1643176761ac0f27ee20f62c2e60e2250,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170046,A* + SAC-PO-TTC,241,3,8ef8323fb5b8bdf2e0d5fe7179a5cdf1643176761ac0f27ee20f62c2e60e2250,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170046,A* + SAC-UPO-TTC,259,3,8ef8323fb5b8bdf2e0d5fe7179a5cdf1643176761ac0f27ee20f62c2e60e2250,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170047,A* + DWA,161,3,bf82afc1756527a39b730514bfb089d2f1ad3d4c8025eac94d77be6cac0ae8ac,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170047,A* + TD3,179,3,bf82afc1756527a39b730514bfb089d2f1ad3d4c8025eac94d77be6cac0ae8ac,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170047,A* + SAC-R,196,3,bf82afc1756527a39b730514bfb089d2f1ad3d4c8025eac94d77be6cac0ae8ac,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170047,A* + SAC-PO-TTC,198,3,bf82afc1756527a39b730514bfb089d2f1ad3d4c8025eac94d77be6cac0ae8ac,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170047,A* + SAC-UPO-TTC,209,3,bf82afc1756527a39b730514bfb089d2f1ad3d4c8025eac94d77be6cac0ae8ac,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170048,A* + DWA,164,3,50855dc308170ea4851661a092616cc3dd90b3b24f25dc6758cbcb12457519fd,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170048,A* + TD3,196,3,50855dc308170ea4851661a092616cc3dd90b3b24f25dc6758cbcb12457519fd,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170048,A* + SAC-R,208,3,50855dc308170ea4851661a092616cc3dd90b3b24f25dc6758cbcb12457519fd,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170048,A* + SAC-PO-TTC,208,3,50855dc308170ea4851661a092616cc3dd90b3b24f25dc6758cbcb12457519fd,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170048,A* + SAC-UPO-TTC,244,3,50855dc308170ea4851661a092616cc3dd90b3b24f25dc6758cbcb12457519fd,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170049,A* + DWA,132,3,ba454742b7447d3143d714951be2fb6fafda2de155a5c983d48d03a0fb207037,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170049,A* + TD3,141,3,ba454742b7447d3143d714951be2fb6fafda2de155a5c983d48d03a0fb207037,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170049,A* + SAC-R,245,3,ba454742b7447d3143d714951be2fb6fafda2de155a5c983d48d03a0fb207037,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170049,A* + SAC-PO-TTC,223,3,ba454742b7447d3143d714951be2fb6fafda2de155a5c983d48d03a0fb207037,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170049,A* + SAC-UPO-TTC,209,3,ba454742b7447d3143d714951be2fb6fafda2de155a5c983d48d03a0fb207037,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170050,A* + DWA,213,3,adc4fa49b8bf1852aecc1db6c5d99733d42a94246b44f3ceef8f59732fa630f2,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170050,A* + TD3,240,3,adc4fa49b8bf1852aecc1db6c5d99733d42a94246b44f3ceef8f59732fa630f2,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170050,A* + SAC-R,250,3,adc4fa49b8bf1852aecc1db6c5d99733d42a94246b44f3ceef8f59732fa630f2,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170050,A* + SAC-PO-TTC,142,3,adc4fa49b8bf1852aecc1db6c5d99733d42a94246b44f3ceef8f59732fa630f2,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170050,A* + SAC-UPO-TTC,12,3,adc4fa49b8bf1852aecc1db6c5d99733d42a94246b44f3ceef8f59732fa630f2,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170051,A* + DWA,135,3,26b2fdae26f1ed00c32e12785d8cec93503672c3f27ca7c43ef8810adc42b58e,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170051,A* + TD3,170,3,26b2fdae26f1ed00c32e12785d8cec93503672c3f27ca7c43ef8810adc42b58e,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170051,A* + SAC-R,183,3,26b2fdae26f1ed00c32e12785d8cec93503672c3f27ca7c43ef8810adc42b58e,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170051,A* + SAC-PO-TTC,176,3,26b2fdae26f1ed00c32e12785d8cec93503672c3f27ca7c43ef8810adc42b58e,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170051,A* + SAC-UPO-TTC,175,3,26b2fdae26f1ed00c32e12785d8cec93503672c3f27ca7c43ef8810adc42b58e,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170052,A* + DWA,186,3,f4243133f81c0a12ce34f467a27b224cf7be57d39630db80c3ce38d30bf04911,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170052,A* + TD3,186,3,f4243133f81c0a12ce34f467a27b224cf7be57d39630db80c3ce38d30bf04911,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170052,A* + SAC-R,401,3,f4243133f81c0a12ce34f467a27b224cf7be57d39630db80c3ce38d30bf04911,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170052,A* + SAC-PO-TTC,220,3,f4243133f81c0a12ce34f467a27b224cf7be57d39630db80c3ce38d30bf04911,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170052,A* + SAC-UPO-TTC,227,3,f4243133f81c0a12ce34f467a27b224cf7be57d39630db80c3ce38d30bf04911,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170053,A* + DWA,149,3,505162a6ea410192f675a60bcfef36f15d8a15d4e3984886e116eac6a838e46f,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170053,A* + TD3,165,3,505162a6ea410192f675a60bcfef36f15d8a15d4e3984886e116eac6a838e46f,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170053,A* + SAC-R,195,3,505162a6ea410192f675a60bcfef36f15d8a15d4e3984886e116eac6a838e46f,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170053,A* + SAC-PO-TTC,175,3,505162a6ea410192f675a60bcfef36f15d8a15d4e3984886e116eac6a838e46f,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170053,A* + SAC-UPO-TTC,186,3,505162a6ea410192f675a60bcfef36f15d8a15d4e3984886e116eac6a838e46f,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170054,A* + DWA,242,3,a784c8385ad29788f1916b83e5cbc36b24d00fd6f94f12c9374386aba298ebac,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170054,A* + TD3,282,3,a784c8385ad29788f1916b83e5cbc36b24d00fd6f94f12c9374386aba298ebac,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170054,A* + SAC-R,281,3,a784c8385ad29788f1916b83e5cbc36b24d00fd6f94f12c9374386aba298ebac,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170054,A* + SAC-PO-TTC,268,3,a784c8385ad29788f1916b83e5cbc36b24d00fd6f94f12c9374386aba298ebac,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170054,A* + SAC-UPO-TTC,291,3,a784c8385ad29788f1916b83e5cbc36b24d00fd6f94f12c9374386aba298ebac,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170055,A* + DWA,125,3,c11761eaa28d9c5b9cde6ea68675860346e5d9f0d6612679d01fc3b975db8a17,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170055,A* + TD3,147,3,c11761eaa28d9c5b9cde6ea68675860346e5d9f0d6612679d01fc3b975db8a17,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170055,A* + SAC-R,155,3,c11761eaa28d9c5b9cde6ea68675860346e5d9f0d6612679d01fc3b975db8a17,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170055,A* + SAC-PO-TTC,158,3,c11761eaa28d9c5b9cde6ea68675860346e5d9f0d6612679d01fc3b975db8a17,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170055,A* + SAC-UPO-TTC,171,3,c11761eaa28d9c5b9cde6ea68675860346e5d9f0d6612679d01fc3b975db8a17,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170056,A* + DWA,144,3,a050622841e2990dd3ebcce7d9db9a1f3b7442f41a8324eff6c3511322a1c3bb,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170056,A* + TD3,172,3,a050622841e2990dd3ebcce7d9db9a1f3b7442f41a8324eff6c3511322a1c3bb,1,0.04,0.06,fase2_percepcion_comun_v1
incertidumbre_moderada,170056,A* + SAC-R,172,3,a050622841e2990dd3ebcce7d9db9a1f3b7442f41a8324eff6c3511322a1c3bb,1,0.04,0.06,fase2_percepcion_comun_v1
