semilla,metodo_a,resultado_a,metodo_b,resultado_b
170020,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_dinamica
170021,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_dinamica
170029,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_dinamica
170032,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_estatica
170033,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_dinamica
170038,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_dinamica
170046,A* + SAC-R,colision_dinamica,A* + SAC-UPO-TTC,meta
170050,A* + SAC-R,meta,A* + SAC-UPO-TTC,fuera_mapa
170052,A* + SAC-R,timeout,A* + SAC-UPO-TTC,meta
170058,A* + SAC-R,colision_dinamica,A* + SAC-UPO-TTC,meta
170059,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_estatica
170061,A* + SAC-R,meta,A* + SAC-UPO-TTC,timeout
170064,A* + SAC-R,colision_dinamica,A* + SAC-UPO-TTC,meta
170071,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_dinamica
170072,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_dinamica
170073,A* + SAC-R,meta,A* + SAC-UPO-TTC,fuera_mapa
170075,A* + SAC-R,colision_dinamica,A* + SAC-UPO-TTC,meta
170080,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_dinamica
170087,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_estatica
170089,A* + SAC-R,colision_dinamica,A* + SAC-UPO-TTC,meta
170093,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_dinamica
170097,A* + SAC-R,colision_dinamica,A* + SAC-UPO-TTC,meta
170098,A* + SAC-R,timeout,A* + SAC-UPO-TTC,meta
170099,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_dinamica
170103,A* + SAC-R,colision_estatica,A* + SAC-UPO-TTC,meta
170104,A* + SAC-R,colision_dinamica,A* + SAC-UPO-TTC,meta
170111,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_dinamica
170112,A* + SAC-R,meta,A* + SAC-UPO-TTC,fuera_mapa
170125,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_estatica
170130,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_dinamica
170132,A* + SAC-R,colision_dinamica,A* + SAC-UPO-TTC,meta
170133,A* + SAC-R,colision_dinamica,A* + SAC-UPO-TTC,meta
170137,A* + SAC-R,timeout,A* + SAC-UPO-TTC,meta
170141,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_dinamica
170142,A* + SAC-R,colision_dinamica,A* + SAC-UPO-TTC,meta
170149,A* + SAC-R,colision_dinamica,A* + SAC-UPO-TTC,meta
170154,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_dinamica
170157,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_dinamica
170162,A* + SAC-R,colision_dinamica,A* + SAC-UPO-TTC,meta
170163,A* + SAC-R,meta,A* + SAC-UPO-TTC,timeout
170166,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_estatica
170168,A* + SAC-R,colision_dinamica,A* + SAC-UPO-TTC,meta
170170,A* + SAC-R,colision_dinamica,A* + SAC-UPO-TTC,meta
170173,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_dinamica
170174,A* + SAC-R,colision_dinamica,A* + SAC-UPO-TTC,meta
170177,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_estatica
170182,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_dinamica
170183,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_dinamica
170184,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_dinamica
170185,A* + SAC-R,colision_dinamica,A* + SAC-UPO-TTC,meta
170186,A* + SAC-R,colision_dinamica,A* + SAC-UPO-TTC,meta
170194,A* + SAC-R,meta,A* + SAC-UPO-TTC,colision_dinamica
170198,A* + SAC-R,colision_dinamica,A* + SAC-UPO-TTC,meta
170012,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170013,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_estatica
170014,A* + SAC-PO-TTC,colision_estatica,A* + SAC-UPO-TTC,meta
170017,A* + SAC-PO-TTC,colision_estatica,A* + SAC-UPO-TTC,meta
170018,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_estatica
170020,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170021,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170029,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170031,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_estatica
170032,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_estatica
170033,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170038,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170039,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_estatica
170049,A* + SAC-PO-TTC,colision_dinamica,A* + SAC-UPO-TTC,meta
170050,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,fuera_mapa
170052,A* + SAC-PO-TTC,colision_estatica,A* + SAC-UPO-TTC,meta
170061,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,timeout
170063,A* + SAC-PO-TTC,colision_dinamica,A* + SAC-UPO-TTC,meta
170071,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170072,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170073,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,fuera_mapa
170074,A* + SAC-PO-TTC,colision_estatica,A* + SAC-UPO-TTC,meta
170080,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170081,A* + SAC-PO-TTC,colision_estatica,A* + SAC-UPO-TTC,meta
170087,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_estatica
170093,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170097,A* + SAC-PO-TTC,colision_dinamica,A* + SAC-UPO-TTC,meta
170098,A* + SAC-PO-TTC,timeout,A* + SAC-UPO-TTC,meta
170099,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170102,A* + SAC-PO-TTC,colision_estatica,A* + SAC-UPO-TTC,meta
170103,A* + SAC-PO-TTC,colision_estatica,A* + SAC-UPO-TTC,meta
170111,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170112,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,fuera_mapa
170114,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,fuera_mapa
170118,A* + SAC-PO-TTC,colision_estatica,A* + SAC-UPO-TTC,meta
170125,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_estatica
170130,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170132,A* + SAC-PO-TTC,colision_dinamica,A* + SAC-UPO-TTC,meta
170136,A* + SAC-PO-TTC,colision_estatica,A* + SAC-UPO-TTC,meta
170141,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170147,A* + SAC-PO-TTC,colision_estatica,A* + SAC-UPO-TTC,meta
170148,A* + SAC-PO-TTC,colision_dinamica,A* + SAC-UPO-TTC,meta
170149,A* + SAC-PO-TTC,colision_dinamica,A* + SAC-UPO-TTC,meta
170154,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170157,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170160,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170162,A* + SAC-PO-TTC,colision_dinamica,A* + SAC-UPO-TTC,meta
170163,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,timeout
170166,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_estatica
170167,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170170,A* + SAC-PO-TTC,colision_dinamica,A* + SAC-UPO-TTC,meta
170173,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170174,A* + SAC-PO-TTC,colision_dinamica,A* + SAC-UPO-TTC,meta
170176,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,timeout
170177,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_estatica
170179,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170181,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170183,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
170185,A* + SAC-PO-TTC,colision_dinamica,A* + SAC-UPO-TTC,meta
170192,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,timeout
170194,A* + SAC-PO-TTC,meta,A* + SAC-UPO-TTC,colision_dinamica
