numero_evaluacion,semilla,resultado,exito,colision_estatica,colision_dinamica,fuera_mapa,timeout,pasos_ejecutados,tiempo_navegacion,recompensa_acumulada,longitud_recorrida,distancia_final_meta,eficiencia_navegacion,error_medio_ruta,error_rmse_ruta,error_maximo_ruta,clearance_estatico_minimo,clearance_dinamico_minimo,clearance_total_minimo,clearance_total_promedio,variacion_total_v,variacion_total_omega,esfuerzo_control
60,65059,meta,1,0,0,0,0,164,16.400000000000002,24.364793743537618,7.2393625842811,0.49700266918509006,1.0172251197084625,0.2677992841613671,0.3788330923680876,0.8005977891757012,0.8112824115180196,0.08612426977869109,0.08612426977869109,0.7427640343257198,10.798571832166129,33.46736655533314,7.942348474144968
61,65060,meta,1,0,0,0,0,310,31.0,298.23248776625053,13.641810498653332,0.4963690265449592,1.040932995013328,0.1888314059773362,0.28413561747366584,0.6725020617477645,0.40616960059886553,0.4405370974922599,0.40616960059886553,1.1044377761040949,14.639950619400194,75.51802876368166,14.847432486251671
62,65061,meta,1,0,0,0,0,172,17.2,253.53162843450818,8.494038429596108,0.49570485156929717,1.0686262867204368,0.1496962845820353,0.17469411522102418,0.27925107480633216,0.2475129518319814,0.7546197141370454,0.2475129518319814,0.896191903227122,12.47613286584133,43.35510381245986,8.241588367194124
63,65062,meta,1,0,0,0,0,202,20.200000000000003,305.73740020159846,11.51133972187221,0.49449203544847226,0.9725075201884901,0.2539618924439311,0.3297066703201364,0.6739577888949141,0.48558177862911933,0.6315983983568111,0.48558177862911933,1.1622798333739708,11.125606947050679,43.98009432349354,15.064609445908955
64,65063,meta,1,0,0,0,0,206,20.6,381.5165545862062,10.793257059580283,0.4961002340023983,1.0691015603326455,0.1973773188772423,0.2256033161363925,0.5101560496178372,0.4471394229309187,1.3324007017269945,0.4471394229309187,1.0237961443375776,8.847432387017836,48.70808696481399,10.890996154414868
65,65064,meta,1,0,0,0,0,159,15.9,243.0655622778484,8.281771920620528,0.49305799591433946,1.08537076512623,0.08888696967526648,0.10796016397498935,0.2281959759087156,0.5677194021093275,0.29763617546185295,0.29763617546185295,1.0519791490823445,10.083086170620344,43.737130664102736,7.692385963164525
66,65065,meta,1,0,0,0,0,225,22.5,71.78047177915553,11.706015461546908,0.49659848826459896,1.0560876673766428,0.2389509384597303,0.29787948984273427,0.5359460583459388,0.2696227386760629,0.09724251663722977,0.09724251663722977,0.5030406704566942,10.85900146261051,56.31809887886047,13.111193674996569
67,65066,meta,1,0,0,0,0,210,21.0,256.5709414903321,10.957517012276544,0.4948216743411916,1.1118270083726065,0.11464944526748097,0.1548022631985518,0.4963129843918188,0.19797526786527542,0.8334816178364828,0.19797526786527542,0.5853768568603347,12.108978298728788,45.605285653099415,9.957790371193424
68,65067,meta,1,0,0,0,0,185,18.5,349.3514647924863,10.425855450745765,0.4964875749623639,1.036463803680946,0.1907895321221184,0.22800526002619287,0.421532233926316,0.6703389037266424,0.840988964267229,0.6703389037266424,1.0830257623183788,8.380300440721093,44.869460915029045,10.454441937247129
69,65068,timeout,0,0,0,0,1,400,40.0,-220.0181884864035,9.91657737503728,0.7647536581947246,nan,0.4687004316291515,0.5597915610205367,0.7786388535375015,0.22542225653401626,0.8479150695704257,0.22542225653401626,1.117823328741817,10.708410955215877,80.66759198172949,10.821996745838836
